,ideology,sentence
1381,Liberal,"The bill-which requires harsher punishments for perpetrators , augments the number of police and judicial officers assigned to domestic-violence cases , and substantially increases financial and social aid for victims-provoked criticism from conservative parties , which maintained that the legislation unconstitutionally favored female victims of domestic violence ."
1382,Liberal,"Nearly 74 percent of self-described Tea Party supporters would support a `` national manufacturing strategy to make sure that economic , tax , labor , and trade policies in this country work together to help support manufacturing in the United States , '' according to a 2010 poll conducted by the Mellman Group and the Alliance for American Manufacturing ."
1383,Liberal,"Some , like the traditional opponents , fought the legislative battle , using public fear and political manipulation to try to stop the bill from passing or to influence it so it fails to achieve the goal of universal coverage ."
1384,Liberal,"When you ignore the fundamental teachings of the Gospels , which say that the way the strong treat the weak is the ultimate ethical test , by giving tax breaks to the wealthiest among us so that the strong will get stronger and the weak wi ll get weaker , you are doing something immoral ."
1385,Liberal,"Even as heavyweights like ExxonMobil busily denied that climate change existed -- and lobbied hard to kill climate policies -- BP vowed to cut its own C ( O.sub .2 ) emissions and invest heavily in solar , wind , and other alternative technologies ; it even supported that oil-industry bogeyman , the Kyoto climate treaty ."
1386,Liberal,"The answer is that , if Democrats are permitted to adopt a new philosophy and practice their politics differently-and , if Democratic leaders rise to the occasion-the prevailing situation in this country could change dramatically for the better , and that would benefit all their causes in the long run ."
1387,Liberal,"The police , not bothering to pretend to be impartial , made violent attacks on their peaceful marches ."
1388,Liberal,"In the end , it was Sontag herself who gave us the most useful metaphor for understanding her -- for making sense of the willed restlessness , the seemingly irresoluble tensions and contradictions that hover over her life and work and politics : paradoxes to which the early private writings already bear striking witness ."
1389,Liberal,"When we continue to spend tens of billions of dollars on weapons systems of dubious value but are unwilling to spend the money to protect highly vulnerable chemical plants in major urban centers , it becomes more difficult to get other countries to safeguard their nuclear power plants ."
1390,Liberal,"Progressive values in the culture wars benefit from a positive-feedback mechanism : Measures to include blacks , women , and now uncloseted gays and lesbians in the public sphere lead more people to interact with the formerly excluded group , building popular support for further measures ."
1391,Liberal,"Since the rich are better able to bear risk , they reap the reward that society provides for compensating for the greater risk .16 As always , they seem to be the winners from the policies that they advocated and that imposed such high costs on others ."
1392,Liberal,"Legacy preferences are an especially terrible idea for tax-supported public universities , since they make it possible for rich , white , and less qualified kids to take seats that are at least in part supported by the tax dollars of poor , minority families ."
1393,Liberal,"Heroic noble savages are tied together by a spiritual Gaia-like life force and must fend off the evil , white , land rapists , with the aid of a white man who has been reborn as one of the natives ."
1394,Liberal,"This is dramatically evident in polls , which regularly show that the majority does n't approve of the serial wars in which the leadership 's engage ( including the attack on Libya ) , would prefer more infrastructure and educational expenditures and smaller `` defense '' outlays , are more worried about jobs than the deficit , and do not favor slashing Medicare , Medicaid , and Social Security ."
1395,Liberal,"Sadly , the arguments of the champions of the free market have yet to capture the popular imagination or sway the actions of political leadership in the way that socialism has done ."
1396,Liberal,"`` I am going to win by offering a real progressive alternative and calling out in no uncertain terms why Goode and Bush make America less safe , make our jobs less secure , and simply do n't get the world we live in , '' Perriello wrote ."
1397,Liberal,"These rate cuts only perpetuated the distortion of economic decisions and prevented savings , investment , and consumption from realigning with true preferences , as opposed to the illusory ones created by easy credit and artificially low interest rates ."
1398,Liberal,Suppose we forget about trying to control growth and instead focus on abating the effects of growth by reducing pollution and arranging for a more rational use of raw materials and energy .
1399,Liberal,"If the current balance of class forces can only be reversed through a revival of class struggle , then the key challenge facing union activists is how to transform their unions into fighting organizations ."
1400,Liberal,"The new energy imperialism of the United States is already leading to expanding wars , which could become truly global , as Washington attempts to safeguard the existing capitalist economy and to stave off its own hegemonic decline ."
1401,Liberal,Knowing full well that the source of the weapons was none other than the U.S. .
1402,Liberal,"The crisis demonstrated how wrong their views about the labor market were : the United States , with allegedly the most flexible labor market , performed far worse than countries with stronger labor protections ( like Sweden and Germany ) .40 And the reason is obvious : cuts in wages reduce total demand and deepen the downturn ."
1403,Liberal,"As Waters frequently argues , no one is worse served by our current food policy than a low-income family using food stamps to purchase rotted produce at the marked-up convenience store ."
1404,Liberal,"It could have preserved and promoted key industries and supply networks by creating favorable credit policies , tax incentives , local content rules , and tariffs to punish currency manipulation from countries like China ."
1405,Liberal,"This coalition is reminiscent of the global justice movement of the late nineties , but with the difference that this time the US working class is under direct attack and fighting for its own survival , which brought the movement broader appeal and increased urgency to fight ."
1406,Liberal,"Paranoid or not , the ultras could claim only limited success in their assault on liberalism ; the heirs of FDR bore much of the blame ."
1407,Liberal,"When he passed from praising Burke to chastising him , Hazlitt observed that `` the poison of high example has by far the widest range of destruction ."
1408,Liberal,"We have noticed this infantilizing tendency elsewhere in the resurgent Right , and here , as well as in those other instances , its implication is obvious : that political economy can be understood as the battle of good and evil ."
1409,Liberal,"It means using all available tools to provide good health care and education , job opportunities , safe neighborhoods , a healthy environment , a promising future ."
1410,Liberal,"But though they broke and killed his body , they never destroyed his faith ; they never imprisoned his soul ."
1411,Liberal,"If more effective political leadership made the cause more mainstream , Generation X would readily embrace a larger social outlay for child care as well as paid family leave that could reduce the conflict in their roles as workers and parents ."
1412,Liberal,"Parents struggle to avoid the inferior schools , leading to bankster-funded bidding wars for housing in better school districts ."
1413,Liberal,"In these challenging times , it is essential that our leaders focus on creating jobs , getting our economy back on track , fixing our broken health care system , stopping multiple wars , and addressing ongoing environmental degradation ."
1414,Liberal,It is a victory for the social movements and NGOs that have argued since before the Uruguay Round agreements were signed that free trade was not the right framework for agriculture .
1415,Liberal,"Indeed , every major political battle waged by the right in recent decades has been earthed in a story about the Constitution 's text and history : the attack on gun control , rooted in the Second Amendment ; the attack on environmental law , rooted in the Fifth Amendment ; and the attack on Obamacare , rooted in the Tenth Amendment ."
1416,Liberal,"In her new book , From Disgust to Humanity , University of Chicago philosopher Martha Nussbaum argues that visceral appeals to disgust - as opposed to rational principles - lie at the heart of contemporary laws targeting gay people , particularly gay men ."
1417,Liberal,"A pair of high-profile political assassinations and the launch of the Zapatista rebellion gave hints of a society in turmoil , despite the impression of a Mexican economy that seemed to hum along very nicely ."
1418,Liberal,"Apollo 's analysts argue that three million new U.S. jobs could be created by building wind turbines , making buildings more energy efficient , and designing other kindred projects ."
1419,Liberal,"The strength of America on display 10 years ago did not result from centralizing new bureaucracies in Washington , unionizing new sets of federal employees , or devising easier ways for the government to snoop on and even kill its own citizens ."
1420,Liberal,Nixon-era price controls exacerbated the problem and fuel shortages across the country led to economic turmoil and job loss .
1421,Liberal,Abstract : A strategic response is also based on recognizing the importance of marine ecosystem services ( valuing the priceless ) in order to generate the political will to prevent their continued loss .
1422,Liberal,"He will create flexible education accounts that workers can use to retrain , provide retraining assistance for workers in sectors of the economy vulnerable to dislocation before they lose their jobs , and provide additional assistance for workers to afford health care ."
1423,Liberal,"Meanwhile , in the United States , the object is to pass legislation ( or , failing that , regulations through the Environmental Protection Agency ) that would make the cost of energy so expensive that Americans would use less and thereby cut the amount of dreaded greenhouse-gas emissions ."
1424,Liberal,"Republican governors and the business press distort this fact and make it appear as if the reason for rising health costs is that public workers have been getting big increases in health care benefits for years , thus creating the budget deficits ."
1425,Liberal,"Recently , he noted that `` both parties '' have failed to enact universal health care or energy independence -- a swipe at Bill Clinton 's legacy -- and took another shot at the Clintonites by bashing `` people who think politics is a game ."
1426,Liberal,"Enforcement-only advocates have yet to learn the key lesson of the drug war : You ca n't eliminate a market by making it more illegal ; you can only make it more secretive , more dangerous , and more lucrative for those without scruples ."
1427,Liberal,But greedy bastards have given up on creating value for others and instead get their money by rigging the game so that they can steal from the rest of us .
1428,Liberal,"At the time of the Bell system breakup in 1984 , the monopoly advantages enjoyed by the company ( which were wrongly attributed to the free market , not government favoritism ) had created an economic behemoth with $ 150 billion in assets , $ 70 billion in revenues , and a million employees ."
1429,Liberal,"By attempting to pin the blame for the attacks of September 11 on the American Civil Liberties Union , abortion-rights groups , pagans , gay men and lesbians , and federal judges , Falwell not only exposed himself for what he was ( hateful , divisive , mean-spirited ) , but he also exposed Christian fundamentalism for what it is ( hateful , divisive , mean-spirited ) ."
1430,Liberal,"The Social Security Administration was created to solve the problem of senior poverty , and unemployment insurance was introduced as part of the new safety net ."
1431,Liberal,"In the energy field , he rejected the idea of directly ordering polluters to cut emissions , in favor of letting companies use a more flexible cap-and-trade system ."
1432,Liberal,"The best response to these parental fears is to make sure your child knows about safe sex , uses condoms , and feels great enough about his sexuality to be open and honest with partners and value his health and theirs ."
1433,Liberal,"Corporate management , although lacking state regulation , was aware of the problems , but instead of increasing investment to make the plant safe , continued to cut costs and minimize investment , reducing worker numbers while increasingly employing unskilled workers ."
1434,Liberal,"A market based on greed and fear has tugged on some of the worst things in us , and we are now paying the consequences ."
1435,Liberal,"A military hero , Reagan-era secretary of the Navy , and author of widely praised war novels , Webb has exactly the kind of CV that makes Republicans ( of which he was one until recently ) very , very nervous ."
1436,Liberal,We are permitting the destruction of millions of American lives because we also lack the knowledge and understanding to treat and to cure addiction and the social forces that not only permit but often encourage drug and alcohol addiction .
1437,Liberal,"When consumers of cars have no incentive to take into account the damage their emissions of greenhouse gases inflict on victims of climate change , they offer to buy more cars than is socially efficient ."
1438,Liberal,We should not think of finance as the pride and joy of our economy but as something like a regulated utility ( an industry on which the economy depends but that should be watched over carefully ) and something like big tobacco ( an industry that makes toxic products with huge negative externalities ) .
1439,Liberal,The task force calculated that the revenues could keep the Social Security tax a little below its current lowered rate and still leave 10 percent of the money to pay for other programs to fight climate change .
1440,Liberal,"Interestingly , on the basis of this argument , the advocates should support our first strategy for economic recovery : higher public investment ."
1441,Liberal,"The bill sparked international outrage , including threats to cut off financial aid to Uganda ."
1442,Liberal,"Easy credit meant easy money , and easy money allowed asset prices to be bid up far beyond rational valuations ."
1443,Liberal,"Many of the moderates tempered their enthusiasm for Iraq and assailed the Bush administration 's conduct of the war , but Sirota charges that they continue `` to criticize efforts to do anything real about ( the war ) from the right ."
1444,Liberal,"When we 're finished using a good , we can increase its value by sharing it with others , and we 're often happy to do so free of charge ."
1445,Liberal,"Instead of relying wholly on formal governance institutions or commercial security vendors to make the Net secure , Zittrain has specific proposals and initiatives already under way to use generativity to solve the problems of generativity - `` to empower rank-andfile users to contribute , rather than to impose security models that count on a handful of trusted people for control ."
1446,Liberal,"As I have argued in various ways in the course of this book , however , the liberal ideal is the abstract individual who is perfectly autonomous , free to create himself ."
1447,Liberal,But both authors do stress that what vaccines have done is as remarkable as nutrition and hygiene reducing the mortality rate by 500 percent ; in some cases vaccines have reduced the rate to essentially zero - which is why people no longer fear the diseases that used to kill children .
1448,Liberal,"An election-eve poll found that 70 percent of voters believed the influence of large campaign contributions were a major factor in today 's economic crisis , and that 77 percent believed that large contributions will prevent Congress from finding solutions to such challenges as health care , the economic crisis , energy independence , and global warming ."
1449,Liberal,"But far from taking pride in its press freedoms or expanding its constitutional liberties , many in the small middle class created by the country 's early investments in higher education were exasperated with manifestations of mass democracy -- especially the flexing of electoral muscle by low-caste groups in the 1980s , which caused a middleclass exodus to the upper-caste Hindu nationalists ."
1450,Liberal,"Without the protection of the natural forest that land quickly loses its natural fertility .24 Beside the loss of nutrients , additional environmental changes occur in the soil ( reduction of organic matter , moisture , and other properties ) , in the local climate , and with respect to biodiversity , leading to manifold unforeseen forms of ecological degradation that affect the local productivity ."
1451,Liberal,"The village elders ' opposition to the ownership society , however , makes sense when you remember that they consider a large percentage of our population to be essentially helpless : they 're not going to worry about how to empower the poor to build wealth , to access the capital that can make them part of the American dream ."
1452,Liberal,"Psychological tactics are social control techniques that operate at the level of the mind , with the goal of creating fear and making it difficult for protesters to successfully mobilize ."
1453,Liberal,"The lesson for cranks everywhere is that your theory stands a stronger chance of success if it directly benefits a rich and powerful bloc , and there 's no bloc richer and more powerful than the rich and powerful ."
1454,Liberal,"Two Views '' ) : `` The notion of making Social Security benefits more progressive is a good one , but it could have been argued just on the basis of redistributing benefits from high-income retirees to lowincome retirees ."
1455,Liberal,"The course of American history demonstrates the difficulties , the struggles , and the great intellectual and moral resolve which were demanded to shape a society which faithfully embodied these noble principles ."
1456,Liberal,"If we 're successful at moving beyond the population movement and toward an integrated economic development and women 's rights movement , we 'll stand a much better chance of creating a world where we all can live ."
1457,Liberal,"She realizes she hates being told what to do by her parents and teachers , especially when she thinks the rules are stupid or being used solely for authoritarian control ."
1458,Liberal,"Whereas Edwards called himself a fighter who will stand up to lobbyists and the forces of greed , Obama deploys rhetoric that skirts past economic distress altogether , saying in a recent speech , `` It 's not about rich versus poor ; young versus old ; black versus white , this election is about past versus future ."
1459,Liberal,"To be sure , advocates of reform always hoped that regulation would inspire creativity and innovation , but they did n't rest their hopes on the private sector ."
1460,Liberal,"However , a sense of optimism radiated from the newly emboldened participants : confidence that educational liberty , despite the current difficulties , will eventually triumph over the forces seeking to quash it ."
1461,Liberal,Self-described `` constitutional candidate '' and Tea Party favorite Michele Bachmann ( R-Minn . )
1462,Liberal,"Most of the right-wing commentary purporting to prove that the rich bear the overwhelming burden of government relies upon the simple trick of citing only the income tax , which is progressive , while ignoring more regressive levies ."
1463,Liberal,"The answer , of course , is that it does not go nearly far enough to satisfy those who argue that greenhouse gases must be cut now and must be cut drastically through caps on greenhouse emissions in order to save the Earth from environmental havoc ."
1464,Liberal,"But what seems clear is that the bestpossibly the only - hope for achieving universal , affordable care lies in the eventual elimination of private insurance and fee-for-service payment and in the creation of a tax-supported system based on group practice ."
1465,Liberal,"But the U.S. banking sector resisted the suggestion that regulation be extended to protect consumers , in spite of its terrible record of bad lending and poor credit practices before the crisis , which had led to widespread public support for an agency to do so ."
1466,Liberal,"The rationale for this absolute and absolutely absurd ascendancy of corporate interest is that ultimately their pursuit of private gain will produce untold global good by softening the hearts of dictators , making capitalists of child laborers , generating a worldwide consumer society based on exports , and giving all of us pie in the sky when we die ."
1467,Liberal,"In a book he published last year laying out a model for reform , Emanuel dwelled at length on the irrationality of the employer-based system -- which creates huge administrative costs and saddles small companies with enormous expenses -- and the practice of compensating physicians and hospitals for services rendered rather than the outcomes achieved , leading to a proliferation of unnecessary ( and pricey ) procedures ."
1468,Liberal,"A growing number of business leaders , once opposed to any new taxes , now express concerns that the lack of investment in physical infrastructure , the future work force , and the social safety net is causing long-term damage to California 's economic health and competitiveness ."
1469,Liberal,"As President , Barack Obama will create a prison-to-work incentive program , modeled on the successful Welfare-to-Work Partnership , to create ties with employers and third-party agencies who provide training and support services to ex-offenders and to improve ex-offender employment and job-retention rates ."
1470,Liberal,"It is a private business , created through cunning and stealth by private bankers , who should really be called banksters , in collaboration with Congressmen who violated their oath to support and defend the Constitution when they voted to hand the money-creation power of the federal government over to a private corporation ."
1471,Liberal,"While the Massachusetts Attorney General 's Office report failed to link the preexisting conditions mandate as the reason for the disconnect from the actual cost of the services and the price charged , they did conclude that '' our preliminary review has revealed serious system-wide failings in the commercial health care marketplace which , if unaddressed , imperil access to affordable , quality health care ."
1472,Liberal,"A George Mason University study found that while a majority of American health department directors believe their region will suffer serious public health problems from climate change within 20 years , few have made any plans to detect , prevent , or adapt to these health threats -- in part because they fear they do n't know enough to speak ."
1473,Liberal,The University of Nevada-Las Vegas ' Tombstones on Campus campaign erected eight-foot-tall cardboard grave markers with messages about how a proposed 36 percent budget cut could kill higher education in Nevada .
1474,Liberal,"She made a pathetic attempt to charm the family back in Pakistan -- on one humanitarian venture she managed to `` drop by '' their house , an act of ostentatiously casual informality which proves that the humiliating `` pop-in '' that the Seinfeld characters used to mock knows no boundaries of class ."
1475,Liberal,"Instead of working toward lowering our dependence on foreign oil in the long term and helping to stimulate energy conservation in the short term , the Bush administration continues down a path that has caused U.S. taxpayers to support massive subsidies to already profitable and polluting energy industries while neglecting development of new clean-energy sources ."
1476,Liberal,Opponents of Right to Work laws point out that the `` free rider '' option weakens labor unions because fewer people are likely to join a labor union and pay membership dues if they can opt out and still enjoy the benefits of membership .
1477,Liberal,"Private insurers make money today in large part by avoiding people with high medical costs , and in a reformed system they 'd love a public plan where they could dump the sick . ''"
1478,Liberal,"AS I MENTIONED EARLIER , one of the major criticisms I hear from supporters of same-sex marriage is that heterosexuals have themselves done a pretty good job of destroying marriage already through no-fault divorce , and supporters of the Marriage Protection Amendment have done little about it ."
1479,Liberal,"But that 's a difficult argument to make against Obamacare 's Medicaid expansion , because the federal government will fund 100 percent of it for the first three years , starting in 2014 , before gradually lowering its share to 90 percent in 2020 and thereafter ."
1480,Liberal,"So-called innovations in credit charges - including teaser rates , negative amortization , increased use of fees , universal default clauses , and penalty interest rates - have turned ordinary credit transactions into devilishly complex undertakings ."
1481,Liberal,"Alyssa Katz reports on the new landscape of housing in New York , with empty high-end condominiums and failed privatizations of huge rental complexes creating both problems and opportunities for affordable housing ."
1482,Liberal,That 's because the rich would n't use much of their tax cut to boost consumption .
1483,Liberal,"Government guarantees , such as the implicit commitment to bail out the congressionally created mortgage companies Fannie Mae and Freddie Mac , encouraged lenders and investors to take bigger risks than they otherwise would have , contributing to the collapse of confidence in financial institutions and the credit crunch ."
1484,Liberal,"As I explained in chapter 1 , I began working on this book with that view , which goes something like this : Money buys influence , and as the richest few percent of Americans have grown richer thanks to unequalizing forces like technical change , they have become rich enough to buy themselves a party ."
1485,Liberal,"Michael Wessel , who advises the steel workers ' union , says that the bad economy provided an opportunity to use job creation as an argument for climate legislation but also exacerbated the strains in the labor-environmental alliance ."
1486,Liberal,Sometimes the signs ask drivers to honk if they agree that America should cut its defense budget or raise taxes on the rich or that climate change must be reversed .
1487,Liberal,"Unions need to continue to lead the way in building productive labor-management partnerships that create value and then share the gains , as they have done over the years with progressive employers in health care , communications , manufacturing , utilities , and other industries ."
1488,Liberal,"Phillips , who never bought the argument that the tax cuts would increase revenue , criti-cized Reagan for `` hitching his political future to the fiscal theories of Calvin Coolidge 's and Herbert Hoover 's treasury secretary Andrew Mellon ."
1489,Liberal,"This has led to global climate destabilization , the poisoning of the entire web of life with toxic chemicals , and a foreign policy that requires sustained hostilities in the Middle East and support for undemocratic regimes wherever there are remaining gas and oil reserves ."
1490,Liberal,"Instead , Medicare and Medicaid should be left out of the discussion entirely until our elected leadership has the courage to address the real reasons why our health care costs are rising : the toxic environment created by investor-owned insurances and the profit-driven health care industry ."
1491,Liberal,Those who deceive themselves and others that markets nurture democracy ignore the simple truth that markets tend to aggravate disparities in wealth and economic power .
1492,Liberal,"Beset by criticism from both parties ( if enjoying some disturbingly positive remarks from Rudy Giuliani and the Wall Street Journal ) , Obama has held his ground , arguing that he represents `` change ."
1493,Liberal,"And it 's precisely a concern for our future security that motivates the growing movement to confront climate change and begin the transition to a new energy economy , which would also have the happy effect of reducing our dependence on foreign oil ."
1494,Liberal,"If you allow an economic system in which 1 percent of the people have more than half the wealth and the other 99 percent have to share the other half , then the 1 percent are not going to be so stupid as to not realize that one of the ways you secure yourself is to control the political system ."
1495,Liberal,"At the risk of boring you with more economics than you bargained for when you decided to come here today , I want to take the time to explain this particular failing of markets because it is terribly important and not well understood even among leftists who are critical of markets for other reasons . ''"
1496,Liberal,"One of Rendell 's first initiatives after taking office in January 2003 was to establish the Pennsylvania Energy Harvest to allocate about $ 5 million a year in grants to companies to encourage investment in renewable energy sources , energy-saving production processes , and alternative energy production ."
1497,Liberal,"Yet if paternalistic states create top-down forms of infantilization , markets today are creating bottom-up forms-less visible because they arise from supposedly pluralistic and competitive markets that turn out to be coercive in intractable ways as they seek to inspire childlike dependency in consumers ."
1498,Liberal,It is absurd to believe that a majority ( or even a sizable minority ) of the individuals likely to be delegates to a con-con today would compare favorably with our nation 's Founders or share their commitment to liberty and limited government .
1499,Liberal,"The only difficulty with this mythology is that , while we are constantly told that the world is increasingly being governed by competition and market forces , the real world of business and industry is moving rapidly away from such free competition , as concentration , domination , and control of most economic activities has become common place ."
1500,Liberal,"He cut a breakthrough deal with the drug companies , which agreed to cut the cost of drugs by $ 80 billion over ten years and spend $ 150 million on television ads supporting health care reform ."
1501,Liberal,"Though energy required to produce hydrogen disqualifies it as a bona fide energy source , hydrogen could be produced for the purpose of storing energy ."
1502,Liberal,"Abstract : At no time since the Great Depression have the working poor and the working middle class had more in common in their economic vulnerability , or been more in need of cross-class government programs , such as reliable pensions , health insurance , protections against income loss , and new needs of the broadly denned working family , such as child care ."
1503,Liberal,"Two days before the vote , an anonymous trickster passed out satirical press releases announcing that Barr , Root , and their allies in party leadership had renamed the Libertarian Party the New Republican Party ."
1504,Liberal,"This consciousness , plus initial political support , led the shop stewards to act on the basis of the usefulness of their knowledge , and effectively use the organizational capacity of their Combine Committee ( bringing together workers from every factory and level in the company ) to share their knowledge and develop an industrial alternative ."
1505,Liberal,"The second unusual sight is one that should give medical-marijuana skeptics pause : scores of people with visible physical handicaps integrated seamlessly , without special comment , into a subculture that has recognized their pain and need for relief as being worthy of individual dignity and choice ."
1506,Liberal,Labor-law reform ( and enforcement of existing labor and discrimination laws ) would restore some balance of power in the workplace and would allow workers to go beyond federal or state minimums to secure a fair share of the profits their work creates .
1507,Liberal,"This keeps us from making productive use of our tax dollars -- launching universal health care , rebuilding our crumbling infrastructure , or funding the research we need to transform our energy system ."
1508,Liberal,"Even if South Dakota 's ban is voted down for want of a rape or incest exception , the woman-protective argument against abortion will spread , making ever more commonplace the 19th-century forms of reasoning about women that underwrote the law ."
1509,Liberal,"But the Kofi Annan announcement Williamsen quoted contained a `` killer sentence '' that most TNA readers would have trounced upon , which Williamsen overlooked : `` Our energy , our emphasis , and our anger is directed against illegal weapons , not legal ones ."
1510,Liberal,"For that reason , progressives should agitate for legislation making minimum wage increases automatic , though with provisions allowing congressional intervention during special economic circumstances ."
1511,Liberal,"No less important , Obama sketched out the basic principles by which a universal health insurance system must eventually operate -- promising things like choice of doctor , protection against financial catastrophe , lower cost growth , and improved patient safety ."
1512,Liberal,"It is more obscene for Klein to do so , because his claim supports attacks on contemporary teachers and a refusal to acknowledge impediments teachers face because of their students ' social and economic deprivation ."
1513,Liberal,"With threats of a mere $ 200 fine per violation , these colorful holes in the wall will likely continue to ignore the wishes of the National Hispanic Medical Association and Harvard University if it suits them ."
1514,Liberal,"And reader barry Johnson touts the ancillary benefits of Florida 's approach : `` I live in a city that is an ` attractof of the creative class , a city that Florida mentions frequently in his books , ft turns out that the better our city is - the more tolerant , open , creative , democratic , educated , diverse , inclusive - the more it attracts young creatives ."
1515,Liberal,"Lawyers for the government argued both that guns contribute to violent crime , which has a harmful effect on interstate commerce , and that guns in a school zone pose a threat to the learning environment , resulting in a less productive citizenry ."
1516,Liberal,"Only a movement among workers themselves , in which rank-and-file members play a much more active role , can build unions that will survive an employer offensive , and that can fight effectively for social reforms from single-payer health care to true legalization and equality for immigrants ."
1517,Liberal,"By creating a free-enterprise system that embodies this notion , America has not only cultivated its own great thinkers and innovators , but has attracted the best and brightest immigrants to lend their talents to the American project ."
1518,Liberal,"`` War is the parent of armies ; from these proceed debts , and taxes ; and armies , and debts , and taxes are the known instruments for bringing the many under the domination of the few ... No nation could preserve its freedom in the midst of continual warfare . ''"
1519,Liberal,Republicans seem unaware that whining about uncertainty contradicts one of their fundamental economic principles : Entrepreneurs and businesspeople are risk-takers who should be rewarded for their daring .
1520,Liberal,"While arguments can be made for either form , if the goal is to elevate consumer protection in the regulatory scheme , creating an agency that does n't have direct authority to regulate financial products seems poised to produce lukewarm results ."
1521,Liberal,"There is nothing in Jefferson 's paraphrase of Mason that remotely suggests , as Vernon Parrington contended , that this constitutes `` a complete break with the Whiggish doctrine of property rights , '' nor , as Arthur Schlesinger argued , that Jefferson meant to imply that the true end of government is to secure the happiness of its subjects ."
1522,Liberal,"Social workers and teachers should be aware , for instance , that abuse by a close relative will take on average much longer to divulge than abuse by a stranger or a further related person , the `` selfish gene '' logic having presumably selected the switching on of dissociation or selective recall mechanisms to `` keep up a good front ."
1523,Liberal,"The reason , he argued , is that `` all costs of aggressive , uncontrolled competition are eventually borne , directly or indirectly , by the public ."
1524,Liberal,"`` A nervous disorder appears to be present here because of the manganese fumes , '' Beintker concluded , urging welding companies to share information about the compounds in their products ."
1525,Liberal,"In 2004 , California grocery workers walked out for four months because their employers -- fearful that Wal-Mart , with its famously meager benefits , was coming into the area -- were threatening to offer lower health benefits ."
1526,Liberal,"A massive investment in opinion formation and management by big business groups and wealthy right-wing individuals , including the creation of an interlocking web of well-funded think tanks , media companies , pressure groups , and pseudoscholarly centers designed to cover middle-class resentments with the patina of intellectual respectability ."
1527,Liberal,Nothing makes me angrier than to think of the rich folks living in gated communities making money from commercially successful entertainment that ultimately destroys the lives of the most vulnerable children in our nation .
1528,Liberal,"The drastic action , it was argued at the time , was necessary to rescue the entire financial system from collapse ; detractors pointed out that , not only was the coercive extraction of taxpayer funds to reward risky behavior on the part of the world 's wealthiest a moral and fiscal outrage , it would do little besides postpone the evil day ."
1529,Liberal,"But trickle-up economics says that we should cut off the top of the mountain , bring the water down to the village , and watch as it magically defies gravity and somehow trickles back up to the top ."
1530,Liberal,"As well , scientists continue to make progress in inventorying and cataloguing the basin 's biological wealth , documenting the effects of deforestation on the biota , and giving planners and policymakers an ever more solid scientific basis for their actions ."
1531,Liberal,"I started this section about social capital discussing freedom because we need an abundant store of social capital to create and sustain the kind of freedom that our founding fathers envisioned , the kind of freedom that promotes the common good and supports families ."
1532,Liberal,"Affirming that there is a distinctive and destructive rich\/poor divide may convince folk like Brenda Caradine of Columbus , Mississippi , that we have a shared interest in the humanity of our fellow citizens ."
1533,Liberal,These traditions demand that we reject violence but welcome public outrage at corporate and societal greed .
1534,Liberal,"Trade openness has destroyed some livelihoods while creating some new opportunities for income generation and employment , albeit to a lesser extent ."
1535,Liberal,"The financial crisis through which we are still living was in large measure caused , in Ferguson 's view , by a generation of bankers who deliberately abandoned Warburg 's ideal , which preferred the client relationship over the speculative transaction and the secured loan , generating income through fees for advice , rather than a participant 's profits on deals , or the interest charged on lending ."
1536,Liberal,"But as long as the government fails to act on evidence that private contractors may have committed torture-or , indeed , fails to come clean on how the policy that condoned torture was devised in the first place-the private lawsuit , however flawed , may be the best legal recourse ."
1537,Liberal,"Variants of the `` critical industry '' or `` too big to fail '' argument commit the cardinal fallacy of false economics , the failure to trace the consequence of a particular policy to its general and long-term effects , not merely its targeted short-term effects ."
1538,Liberal,"He has , he proudly tells us , secured capital punishment for eight murder defendants -- which I admit is eight more people than I have ever condemned to death ."
1539,Liberal,"The workers of France , Belgium , Ireland , the Netherlands , and Norway all produce the same goods and services as the United States or more , and thereby enjoy higher productivity per hour worked than do U.S. workers .3 The reasons for this are myriad , but almost all of them contradict conservative conventional wisdom ."
1540,Liberal,"A first step in turning this sorry situation around is for the government to take charge of mapping public-domain energy resources ( instead of buying its maps from the very companies that exploit these resources ) ; deciding how they should be used , if at an ; and then leasing them on a closely regulated basis , with terms profitable to the public ."
1541,Liberal,"Given the very illegitimate and corrupt nature of Chinese capitalist wealth , there is also the question of how the collective interest of the capitalist class can be implemented , even if the Communist Party leadership decides to promote the capitalist collective interest ."
1542,Liberal,"If there was any special class of whom this plain man was the champion , for whom he used all his skill , and his zeal , and influence , it was the class of the poor and the oppressed and the forsaken , of those who were abused and outraged by their fellow men ."
1543,Liberal,"Pledging commitment to fulfilling growing energy needs and fighting climate change , Obama announced , `` Energy leaders and experts recognize that as long as producing carbon pollution carries no cost , traditional plants that use fossil fuels will be more cost-effective than plants that use nuclear fuel ."
1544,Liberal,"The threat to move production abroad to areas where wages are cheaper and working conditions are worse is directed at workers almost everywhere , even in the low-wage periphery of the world capitalist system , anytime workers try to organize ."
1545,Liberal,"But leading students of central banking today , such as Charles Goodhart , argue strongly that , with the collapse of effective regulation over the past two decades , thin equity layers at many leading banks ( in combination with limited liability of shareholders ) are completely inappropriate for maintaining a stable financial system ."
